Kind,Name,CountClassDerived,CountClassCoupled,CountDeclMethod,CountDeclMethodAll,MaxInheritanceTree,PercentLackOfCohesion
File,"Rules.java",,,6,,,
File,"RulesBase.java",,,7,,,
File,"RunAs.java",,,1,,,
File,"RxTaskPool.java",,,12,,,
File,"SQLExceptionList.java",,,2,,,
File,"SSICommand.java",,,1,,,
File,"SSIConditional.java",,,3,,,
File,"SSIConditionalState.java",,,0,,,
File,"SSIConfig.java",,,1,,,
File,"SSIEcho.java",,,2,,,
File,"SSIExec.java",,,1,,,
File,"SSIExternalResolver.java",,,8,,,
File,"SSIFilter.java",,,2,,,
File,"SSIFlastmod.java",,,2,,,
File,"SSIFsize.java",,,4,,,
File,"SSIInclude.java",,,1,,,
File,"SSIMediator.java",,,25,,,
File,"SSIPrintenv.java",,,1,,,
File,"SSIProcessor.java",,,10,,,
File,"SSIServlet.java",,,5,,,
File,"SSIServletExternalResolver.java",,,24,,,
File,"SSIServletRequestUtil.java",,,1,,,
File,"SSISet.java",,,1,,,
File,"SSIStopProcessingException.java",,,2,,,
File,"SSL.java",,,52,,,
File,"SSLAuthenticator.java",,,5,,,
File,"SSLConf.java",,,6,,,
File,"SSLContext.java",,,51,,,
File,"SSLContext.java",,,8,,,
File,"SSLHostConfig.java",,,103,,,
File,"SSLHostConfigCertificate.java",,,37,,,
File,"SSLHostConfigSF.java",,,1,,,
File,"SSLImplementation.java",,,5,,,
File,"SSLSessionManager.java",,,1,,,
File,"SSLSocket.java",,,8,,,
File,"SSLSupport.java",,,8,,,
File,"SSLUtil.java",,,7,,,
File,"SSLUtilBase.java",,,18,,,
File,"SSLValve.java",,,13,,,
File,"SafeForkJoinWorkerThreadFactory.java",,,2,,,
File,"SameSiteCookies.java",,,5,,,
File,"SavedRequest.java",,,19,,,
File,"SavedRequestInputFilter.java",,,9,,,
File,"ScheduledThreadPoolExecutor.java",,,18,,,
File,"ScopedAttributeELResolver.java",,,6,,,
File,"ScriptingVariabler.java",,,5,,,
File,"SecretKeyCallback.java",,,6,,,
File,"SecretKeyCredentialHandler.java",,,10,,,
File,"SecureNio2Channel.java",,,59,,,
File,"SecureNioChannel.java",,,26,,,
File,"SecurityClassLoad.java",,,1,,,
File,"SecurityClassLoad.java",,,12,,,
File,"SecurityCollection.java",,,21,,,
File,"SecurityConfig.java",,,5,,,
File,"SecurityConstraint.java",,,26,,,
File,"SecurityListener.java",,,9,,,
File,"SecurityManagerBaseTest.java",,,2,,,
File,"SecurityManagerCallStack.java",,,6,,,
File,"SecurityRoleRef.java",,,5,,,
File,"SecurityUtil.java",,,1,,,
File,"SecurityUtil.java",,,11,,,
File,"SelectorContext.java",,,34,,,
File,"SemaphoreValve.java",,,14,,,
File,"SendHandler.java",,,1,,,
File,"SendMailFactory.java",,,1,,,
File,"SendMessageData.java",,,4,,,
File,"SendResult.java",,,4,,,
File,"Sender.java",,,2,,,
File,"SenderSF.java",,,1,,,
File,"SenderState.java",,,11,,,
File,"SendfileData.java",,,0,,,
File,"SendfileDataBase.java",,,1,,,
File,"SendfileKeepAliveState.java",,,2,,,
File,"SendfileState.java",,,2,,,
File,"Server.java",,,29,,,
File,"ServerApplicationConfig.java",,,2,,,
File,"ServerAuth.java",,,3,,,
File,"ServerAuthConfig.java",,,1,,,
File,"ServerAuthContext.java",,,0,,,
File,"ServerAuthModule.java",,,2,,,
File,"ServerContainer.java",,,2,,,
File,"ServerCookie.java",,,10,,,
File,"ServerCookies.java",,,6,,,
File,"ServerEndpoint.java",,,5,,,
File,"ServerEndpointConfig.java",,,21,,,
File,"ServerInfo.java",,,4,,,
File,"ServerinfoTask.java",,,1,,,
File,"Service.java",,,17,,,
File,"ServiceBindingPropertySource.java",,,2,,,
File,"ServiceMBean.java",,,5,,,
File,"ServiceProxy.java",,,5,,,
File,"ServiceRef.java",,,6,,,
File,"ServiceRefFactory.java",,,3,,,
File,"Servlet.java",,,5,,,
File,"ServletConfig.java",,,4,,,
File,"ServletContainerInitializer.java",,,1,,,
File,"ServletContext.java",,,59,,,
File,"ServletContextAttributeEvent.java",,,3,,,
File,"ServletContextAttributeListener.java",,,3,,,
File,"ServletContextEvent.java",,,2,,,
File,"ServletContextListener.java",,,2,,,
File,"ServletDef.java",,,30,,,
File,"ServletException.java",,,5,,,
File,"ServletFileUpload.java",,,5,,,
File,"ServletInputStream.java",,,5,,,
File,"ServletOptionsBaseTest.java",,,4,,,
File,"ServletOutputStream.java",,,18,,,
File,"ServletRegistration.java",,,7,,,
File,"ServletRequest.java",,,37,,,
File,"ServletRequestAttributeEvent.java",,,3,,,
File,"ServletRequestAttributeListener.java",,,3,,,
File,"ServletRequestContext.java",,,6,,,
File,"ServletRequestEvent.java",,,3,,,
File,"ServletRequestListener.java",,,2,,,
File,"ServletRequestWrapper.java",,,42,,,
File,"ServletResponse.java",,,16,,,
File,"ServletResponseWrapper.java",,,21,,,
File,"ServletResponseWrapperInclude.java",,,4,,,
File,"ServletSecurity.java",,,6,,,
File,"ServletSecurityElement.java",,,8,,,
Public Class,"ServletToJsp",0,7,1,28,3,0
File,"ServletToJsp.java",,,1,,,
File,"ServletWriter.java",,,14,,,
File,"Session.java",,,37,,,
File,"Session.java",,,29,,,
File,"Session.java",,,2,,,
File,"SessionConfig.java",,,5,,,
File,"SessionConfig.java",,,18,,,
File,"SessionCookieConfig.java",,,14,,,
File,"SessionEvent.java",,,5,,,
Public Class,"SessionExample",0,14,2,29,3,0
File,"SessionExample.java",,,2,,,
File,"SessionException.java",,,2,,,
File,"SessionIdGenerator.java",,,6,,,
File,"SessionIdGeneratorBase.java",,,17,,,
File,"SessionInitializerFilter.java",,,1,,,
File,"SessionListener.java",,,8,,,
File,"SessionListener.java",,,1,,,
File,"SessionMessage.java",,,5,,,
File,"SessionMessageImpl.java",,,11,,,
File,"SessionTrackingMode.java",,,2,,,
File,"SessionUtils.java",,,7,,,
File,"SessionsTask.java",,,4,,,
File,"Set.java",,,1,,,
File,"SetAllPropertiesRule.java",,,2,,,
File,"SetCharacterEncodingFilter.java",,,7,,,
File,"SetContextPropertiesRule.java",,,1,,,
File,"SetNextNamingRule.java",,,3,,,
File,"SetNextRule.java",,,5,,,
File,"SetPropertiesRule.java",,,5,,,
File,"SetPropertyClass.java",,,27,,,
File,"Setting.java",,,6,,,
File,"SharedPoolDataSource.java",,,13,,,
File,"SharedPoolDataSourceFactory.java",,,2,,,
File,"Shm.java",,,8,,,
File,"ShouldForceReconnectTest.java",,,5,,,
File,"ShuffleSimpleTag.java",,,4,,,
File,"SimpleAjpClient.java",,,29,,,
File,"SimpleAuthConfigProvider.java",,,5,,,
File,"SimpleCharStream.java",,,38,,,
File,"SimpleCoordinator.java",,,10,,,
File,"SimpleElementValue.java",,,3,,,
File,"SimpleHttpClient.java",,,50,,,
File,"SimpleImagePush.java",,,1,,,
File,"SimpleInstanceManager.java",,,7,,,
File,"SimpleNode.java",,,22,,,
File,"SimplePOJOAsyncExample.java",,,1,,,
File,"SimplePOJOExample.java",,,1,,,
File,"SimpleServerAuthConfig.java",,,8,,,
File,"SimpleServerAuthContext.java",,,4,,,
File,"SimpleTag.java",,,5,,,
File,"SimpleTagSupport.java",,,9,,,
File,"SimpleTcpCluster.java",,,56,,,
File,"SingleSignOn.java",,,19,,,
File,"SingleSignOnEntry.java",,,12,,,
File,"SingleSignOnListener.java",,,2,,,
File,"SingleSignOnSessionKey.java",,,7,,,
File,"SingleThreadModel.java",,,0,,,
File,"SizeException.java",,,3,,,
File,"SizeLimitExceededException.java",,,1,,,
File,"SkipPageException.java",,,4,,,
File,"SkipResult.java",,,2,,,
File,"SlowQueryReport.java",,,40,,,
File,"SlowQueryReportJmx.java",,,21,,,
File,"SlowQueryReportJmxMBean.java",,,1,,,
File,"SmapInput.java",,,3,,,
File,"SmapStratum.java",,,20,,,
File,"SmapUtil.java",,,52,,,
File,"Smart.java",,,2,,,
File,"Snake.java",,,13,,,
File,"SnakeAnnotation.java",,,8,,,
File,"SnakeTimer.java",,,8,,,
File,"Sockaddr.java",,,0,,,
File,"Socket.java",,,37,,,
File,"SocketBufferHandler.java",,,18,,,
File,"SocketEvent.java",,,2,,,
File,"SocketNioReceive.java",,,3,,,
File,"SocketNioSend.java",,,1,,,
File,"SocketNioValidateSend.java",,,1,,,
File,"SocketProcessorBase.java",,,4,,,
File,"SocketProperties.java",,,52,,,
File,"SocketReceive.java",,,3,,,
File,"SocketSend.java",,,1,,,
File,"SocketTribesReceive.java",,,3,,,
File,"SocketValidateReceive.java",,,5,,,
File,"SocketWrapperBase.java",,,108,,,
File,"SoftReferenceObjectPool.java",,,15,,,
File,"SparseUserDatabase.java",,,1,,,
File,"SparseUserDatabaseMBean.java",,,13,,,
File,"SpnegoAuthenticator.java",,,24,,,
File,"SslConnectorCiphersTask.java",,,1,,,
File,"StandardContext.java",,,397,,,
File,"StandardContextSF.java",,,7,,,
File,"StandardContextValve.java",,,2,,,
File,"StandardELContext.java",,,20,,,
File,"StandardEngine.java",,,27,,,
File,"StandardEngineSF.java",,,1,,,
File,"StandardEngineValve.java",,,2,,,
File,"StandardHost.java",,,47,,,
File,"StandardHostSF.java",,,1,,,
File,"StandardHostValve.java",,,5,,,
File,"StandardJarScanFilter.java",,,16,,,
File,"StandardJarScanner.java",,,22,,,
File,"StandardManager.java",,,14,,,
File,"StandardPipeline.java",,,18,,,
File,"StandardRoot.java",,,65,,,
File,"StandardServer.java",,,55,,,
File,"StandardServerSF.java",,,2,,,
File,"StandardService.java",,,28,,,
File,"StandardServiceSF.java",,,1,,,
File,"StandardSession.java",,,71,,,
File,"StandardSessionFacade.java",,,18,,,
File,"StandardSessionIdGenerator.java",,,1,,,
File,"StandardThreadExecutor.java",,,34,,,
File,"StandardWrapper.java",,,72,,,
File,"StandardWrapperFacade.java",,,5,,,
File,"StandardWrapperValve.java",,,10,,,
File,"StartTask.java",,,1,,,
File,"StarvationTest.java",,,3,,,
File,"Statement.java",,,212,,,
File,"StatementCache.java",,,28,,,
File,"StatementCacheMBean.java",,,5,,,
File,"StatementCounterInterceptor.java",,,4,,,
File,"StatementDecoratorInterceptor.java",,,21,,,
File,"StatementFacade.java",,,8,,,
File,"StatementFinalizer.java",,,7,,,
File,"StatementFinalizerTest.java",,,2,,,
File,"StaticFieldELResolver.java",,,7,,,
File,"StaticMember.java",,,6,,,
File,"StaticMembershipInterceptor.java",,,15,,,
File,"StaticMembershipInterceptorMBean.java",,,2,,,
File,"StaticMembershipProvider.java",,,27,,,
File,"StaticMembershipService.java",,,27,,,
File,"StaticMembershipServiceMBean.java",,,9,,,
File,"Status.java",,,0,,,
File,"Status.java",,,54,,,
File,"StatusManagerServlet.java",,,4,,,
File,"StatusTransformer.java",,,19,,,
File,"Stdlib.java",,,9,,,
File,"Stockticker.java",,,22,,,
File,"StopPooledThreadException.java",,,1,,,
File,"StopTask.java",,,1,,,
File,"Store.java",,,10,,,
File,"StoreAppender.java",,,15,,,
File,"StoreBase.java",,,13,,,
File,"StoreConfig.java",,,15,,,
File,"StoreConfigLifecycleListener.java",,,9,,,
File,"StoreContextAppender.java",,,6,,,
File,"StoreDescription.java",,,38,,,
File,"StoreFactoryBase.java",,,10,,,
File,"StoreFactoryRule.java",,,3,,,
File,"StoreFileMover.java",,,15,,,
File,"StoreLoader.java",,,5,,,
File,"StoreManager.java",,,2,,,
File,"StoreRegistry.java",,,12,,,
File,"Stream.java",,,46,,,
File,"Stream.java",,,90,,,
File,"StreamELResolverImpl.java",,,11,,,
File,"StreamException.java",,,2,,,
File,"StreamProcessor.java",,,31,,,
File,"StreamProvider.java",,,1,,,
File,"StreamRunnable.java",,,2,,,
File,"StreamStateMachine.java",,,24,,,
File,"Streams.java",,,6,,,
File,"Strftime.java",,,7,,,
File,"StringCache.java",,,25,,,
File,"StringInterpreter.java",,,1,,,
File,"StringInterpreterEnum.java",,,1,,,
File,"StringInterpreterFactory.java",,,5,,,
File,"StringManager.java",,,9,,,
File,"StringManager.java",,,5,,,
File,"StringManager.java",,,9,,,
File,"StringUtils.java",,,8,,,
File,"StringUtils.java",,,5,,,
File,"StringWebsocketMessage.java",,,2,,,
File,"StuckThreadDetectionValve.java",,,30,,,
File,"Substitution.java",,,19,,,
File,"SwallowedExceptionListener.java",,,1,,,
File,"SwallowedExceptionLogger.java",,,3,,,
File,"Synchronization.java",,,2,,,
File,"SynchronizationType.java",,,2,,,
File,"SynchronizedQueue.java",,,7,,,
File,"SynchronizedStack.java",,,6,,,
File,"SystemException.java",,,3,,,
File,"SystemLogHandler.java",,,30,,,
File,"SystemPropertySource.java",,,2,,,
File,"TLS.java",,,1,,,
File,"TLSClientHelloExtractor.java",,,21,,,
File,"TLSUtil.java",,,1,,,
File,"TableBean.java",,,9,,,
File,"Tag.java",,,6,,,
File,"TagAdapter.java",,,8,,,
File,"TagAttributeInfo.java",,,15,,,
File,"TagConstants.java",,,0,,,
File,"TagData.java",,,7,,,
File,"TagExtraInfo.java",,,6,,,
File,"TagFileInfo.java",,,4,,,
File,"TagFileProcessor.java",,,19,,,
File,"TagFileXml.java",,,12,,,
File,"TagHandlerPool.java",,,7,,,
File,"TagInfo.java",,,20,,,
File,"TagLibraryInfo.java",,,14,,,
File,"TagLibraryInfoImpl.java",,,10,,,
File,"TagLibraryValidator.java",,,5,,,
File,"TagPlugin.java",,,1,,,
File,"TagPluginContext.java",,,15,,,
File,"TagPluginManager.java",,,23,,,
File,"TagPluginParser.java",,,5,,,
File,"TagSupport.java",,,15,,,
File,"TagVariableInfo.java",,,6,,,
File,"TagXml.java",,,20,,,
File,"TaglibDescriptor.java",,,2,,,
File,"TaglibDescriptorImpl.java",,,5,,,
File,"TaglibXml.java",,,20,,,
File,"TaskQueue.java",,,12,,,
File,"TaskThread.java",,,5,,,
File,"TaskThreadFactory.java",,,2,,,
File,"TcclThreadFactory.java",,,4,,,
File,"TcpFailureDetector.java",,,25,,,
File,"TcpFailureDetectorMBean.java",,,12,,,
File,"TcpPingInterceptor.java",,,13,,,
File,"TcpPingInterceptorMBean.java",,,3,,,
File,"TcpSender.java",,,3,,,
File,"TestAbstractAccessLogValveEscape.java",,,2,,,
File,"TestAbstractAjpProcessor.java",,,46,,,
File,"TestAbstractArchiveResource.java",,,2,,,
File,"TestAbstractArchiveResourceSet.java",,,1,,,
File,"TestAbstractFileResourceSetPerformance.java",,,3,,,
File,"TestAbstractHttp11Protocol.java",,,1,,,
File,"TestAbstractInputStreamJar.java",,,2,,,
File,"TestAbstractStream.java",,,7,,,
File,"TestAcceptLanguage.java",,,35,,,
File,"TestAccessLogValve.java",,,2,,,
File,"TestAddCharSetFilter.java",,,12,,,
File,"TestApplicationContext.java",,,18,,,
File,"TestApplicationContextFacadeSecurityManager.java",,,5,,,
File,"TestApplicationContextGetRequestDispatcher.java",,,52,,,
File,"TestApplicationContextGetRequestDispatcherB.java",,,7,,,
File,"TestApplicationContextStripPathParams.java",,,3,,,
File,"TestApplicationFilterConfig.java",,,1,,,
File,"TestApplicationHttpRequest.java",,,22,,,
File,"TestApplicationMapping.java",,,25,,,
File,"TestApplicationPushBuilder.java",,,9,,,
File,"TestApplicationSessionCookieConfig.java",,,17,,,
File,"TestArrayELResolver.java",,,41,,,
File,"TestAscii.java",,,5,,,
File,"TestAstAnd.java",,,4,,,
File,"TestAstAssign.java",,,4,,,
File,"TestAstChoice.java",,,1,,,
File,"TestAstConcatenation.java",,,9,,,
File,"TestAstFloatingPoint.java",,,2,,,
File,"TestAstFunction.java",,,2,,,
File,"TestAstIdentifier.java",,,2,,,
File,"TestAstInteger.java",,,3,,,
File,"TestAstLambdaExpression.java",,,22,,,
File,"TestAstListData.java",,,4,,,
File,"TestAstMapData.java",,,5,,,
File,"TestAstNot.java",,,3,,,
File,"TestAstOr.java",,,4,,,
File,"TestAstSemicolon.java",,,4,,,
File,"TestAstSetData.java",,,4,,,
File,"TestAsync.java",,,8,,,
File,"TestAsyncContextImpl.java",,,190,,,
File,"TestAsyncContextImplDispatch.java",,,5,,,
File,"TestAsyncContextStateChanges.java",,,16,,,
File,"TestAsyncFileHandlerOverflow.java",,,8,,,
File,"TestAsyncFlush.java",,,5,,,
File,"TestAsyncMessages.java",,,4,,,
File,"TestAsyncQueue.java",,,6,,,
File,"TestAsyncTimeout.java",,,11,,,
File,"TestAttributeParser.java",,,9,,,
File,"TestAuthConfigFactoryImpl.java",,,40,,,
File,"TestAuthInfoResponseHeaders.java",,,6,,,
File,"TestAuthenticatorBaseCorsPreflight.java",,,3,,,
File,"TestAuthorizationDigest.java",,,42,,,
File,"TestB2CConverter.java",,,8,,,
File,"TestBasicAuthParser.java",,,31,,,
File,"TestBeanELResolver.java",,,89,,,
File,"TestBeanELResolverVarargsInvocation.java",,,11,,,
File,"TestBeanFactory.java",,,3,,,
File,"TestBeanNameELResolver.java",,,44,,,
File,"TestBootstrap.java",,,31,,,
File,"TestBug49158.java",,,3,,,
File,"TestByteChunk.java",,,10,,,
File,"TestByteUtil.java",,,2,,,
File,"TestCGIServletCmdLineArguments.java",,,2,,,
File,"TestCachedResource.java",,,5,,,
File,"TestCancelledUpload.java",,,4,,,
File,"TestCaseInsensitiveKeyMap.java",,,14,,,
File,"TestChannelConfig.java",,,5,,,
File,"TestChannelData.java",,,1,,,
File,"TestCharChunk.java",,,5,,,
File,"TestCharsetCache.java",,,1,,,
File,"TestCharsetCachePerformance.java",,,10,,,
File,"TestCharsetUtil.java",,,2,,,
File,"TestChunkedInputFilter.java",,,36,,,
File,"TestCipher.java",,,7,,,
File,"TestClassLoader.java",,,7,,,
File,"TestClassLoaderLogManager.java",,,15,,,
File,"TestClassParser.java",,,1,,,
File,"TestClasspathUrlStreamHandler.java",,,2,,,
File,"TestClientCert.java",,,9,,,
File,"TestClientCertTls13.java",,,3,,,
File,"TestClose.java",,,21,,,
File,"TestCloseBug58624.java",,,10,,,
File,"TestCollectionOperations.java",,,52,,,
File,"TestCompiler.java",,,13,,,
File,"TestCompositeELResolver.java",,,1,,,
File,"TestCompressionConfig.java",,,2,,,
File,"TestConcurrency.java",,,8,,,
File,"TestConcurrentDateFormat.java",,,3,,,
File,"TestConcurrentMessageDigest.java",,,2,,,
File,"TestConfigFileLoader.java",,,6,,,
File,"TestConnectionLimit.java",,,3,,,
File,"TestConnectionState.java",,,3,,,
File,"TestConnector.java",,,15,,,
File,"TestContextConfig.java",,,14,,,
File,"TestContextConfigAnnotation.java",,,22,,,
File,"TestContextName.java",,,9,,,
File,"TestContextNameExtractFromPath.java",,,2,,,
File,"TestCookie.java",,,15,,,
File,"TestCookie.java",,,2,,,
File,"TestCookieFilter.java",,,10,,,
File,"TestCookieParsing.java",,,25,,,
File,"TestCookieProcessorGeneration.java",,,48,,,
File,"TestCookieProcessorGenerationHttp.java",,,3,,,
File,"TestCookieRFC2109Validator.java",,,2,,,
File,"TestCookieRFC6265Validator.java",,,2,,,
File,"TestCookieStrict.java",,,2,,,
File,"TestCookies.java",,,72,,,
File,"TestCookiesDefaultSysProps.java",,,1,,,
File,"TestCookiesNoFwdStrictSysProps.java",,,1,,,
File,"TestCookiesNoStrictNamingSysProps.java",,,1,,,
File,"TestCookiesStrictSysProps.java",,,1,,,
File,"TestCorsFilter.java",,,87,,,
File,"TestCoyoteAdapter.java",,,32,,,
File,"TestCoyoteAdapterRequestFuzzing.java",,,5,,,
File,"TestCoyoteInputStream.java",,,2,,,
File,"TestCoyoteOutputStream.java",,,25,,,
File,"TestCrawlerSessionManagerValve.java",,,12,,,
File,"TestCsrfPreventionFilter.java",,,10,,,
File,"TestCsrfPreventionFilter2.java",,,4,,,
File,"TestCustomHttpJspPage.java",,,2,,,
File,"TestCustomSsl.java",,,1,,,
File,"TestCustomSslTrustManager.java",,,6,,,
File,"TestDataIntegrity.java",,,13,,,
File,"TestDateFormatCache.java",,,2,,,
File,"TestDefaultInstanceManager.java",,,6,,,
File,"TestDefaultServlet.java",,,15,,,
File,"TestDefaultServletEncodingPassThroughBom.java",,,1,,,
File,"TestDefaultServletEncodingWithBom.java",,,1,,,
File,"TestDefaultServletEncodingWithoutBom.java",,,1,,,
File,"TestDefaultServletIfMatchRequests.java",,,5,,,
File,"TestDefaultServletOptions.java",,,2,,,
File,"TestDefaultServletPut.java",,,6,,,
File,"TestDefaultServletRangeRequests.java",,,3,,,
File,"TestDeployTask.java",,,8,,,
File,"TestDigestAuthenticator.java",,,24,,,
File,"TestDirResourceSet.java",,,9,,,
File,"TestDirResourceSetInternal.java",,,9,,,
File,"TestDirResourceSetMount.java",,,8,,,
File,"TestDirResourceSetReadOnly.java",,,7,,,
File,"TestDirResourceSetVirtual.java",,,9,,,
File,"TestDomainFilterInterceptor.java",,,8,,,
File,"TestELArithmetic.java",,,19,,,
File,"TestELContext.java",,,10,,,
File,"TestELEvaluation.java",,,21,,,
File,"TestELInJsp.java",,,26,,,
File,"TestELInterpreterFactory.java",,,3,,,
File,"TestELInterpreterTagSetters.java",,,66,,,
File,"TestELParser.java",,,21,,,
File,"TestELParser.java",,,40,,,
File,"TestELProcessor.java",,,19,,,
File,"TestELResolver.java",,,8,,,
File,"TestELSupport.java",,,41,,,
File,"TestEncodingDecoding.java",,,59,,,
File,"TestEncodingDetector.java",,,2,,,
File,"TestEncryptInterceptor.java",,,32,,,
File,"TestEnvEntry.java",,,12,,,
File,"TestErrorReportValve.java",,,13,,,
File,"TestEscape.java",,,5,,,
File,"TestEvaluationListener.java",,,4,,,
File,"TestException.java",,,2,,,
File,"TestExpiresFilter.java",,,27,,,
File,"TestExpressionFactory.java",,,2,,,
File,"TestExpressionParseTree.java",,,18,,,
File,"TestExtendedAccessLogValve.java",,,8,,,
File,"TestFastHttpDateFormatPerformance.java",,,3,,,
File,"TestFastRemovalDequeue.java",,,8,,,
File,"TestFile.java",,,2,,,
File,"TestFileHandler.java",,,6,,,
File,"TestFileHandlerNonRotatable.java",,,5,,,
File,"TestFileResource.java",,,1,,,
File,"TestFileResourceSet.java",,,7,,,
File,"TestFileResourceSetReadOnly.java",,,7,,,
File,"TestFileResourceSetVirtual.java",,,7,,,
File,"TestFilterDef.java",,,3,,,
File,"TestFixedStrings.java",,,3,,,
File,"TestFlowControl.java",,,2,,,
File,"TestForEach.java",,,2,,,
File,"TestFormAuthenticator.java",,,37,,,
File,"TestGCClose.java",,,2,,,
File,"TestGenerator.java",,,127,,,
File,"TestGenericPrincipal.java",,,5,,,
File,"TestGetConnection.java",,,1,,,
File,"TestGroupChannelMemberArrival.java",,,9,,,
File,"TestGroupChannelOptionFlag.java",,,5,,,
File,"TestGroupChannelSenderConnections.java",,,14,,,
File,"TestGroupChannelStartStop.java",,,7,,,
File,"TestGzipInterceptor.java",,,2,,,
File,"TestGzipOutputFilter.java",,,1,,,
File,"TestHandler.java",,,6,,,
File,"TestHandlerIntegration.java",,,1,,,
File,"TestHeaderUtiltoPrintableString.java",,,2,,,
File,"TestHexUtils.java",,,6,,,
File,"TestHostConfigAutomaticDeployment.java",,,166,,,
File,"TestHpack.java",,,10,,,
File,"TestHttp11InputBuffer.java",,,43,,,
File,"TestHttp11InputBufferCRLF.java",,,7,,,
File,"TestHttp11OutputBuffer.java",,,1,,,
File,"TestHttp11Processor.java",,,95,,,
File,"TestHttp2InitialConnection.java",,,8,,,
File,"TestHttp2Limits.java",,,40,,,
File,"TestHttp2Section_3_2.java",,,12,,,
File,"TestHttp2Section_3_5.java",,,1,,,
File,"TestHttp2Section_4_1.java",,,2,,,
File,"TestHttp2Section_4_2.java",,,4,,,
File,"TestHttp2Section_4_3.java",,,3,,,
File,"TestHttp2Section_5_1.java",,,14,,,
File,"TestHttp2Section_5_2.java",,,9,,,
File,"TestHttp2Section_5_3.java",,,3,,,
File,"TestHttp2Section_5_5.java",,,3,,,
File,"TestHttp2Section_6_1.java",,,6,,,
File,"TestHttp2Section_6_2.java",,,5,,,
File,"TestHttp2Section_6_3.java",,,3,,,
File,"TestHttp2Section_6_4.java",,,3,,,
File,"TestHttp2Section_6_5.java",,,7,,,
File,"TestHttp2Section_6_6.java",,,3,,,
File,"TestHttp2Section_6_7.java",,,4,,,
File,"TestHttp2Section_6_8.java",,,2,,,
File,"TestHttp2Section_6_9.java",,,9,,,
File,"TestHttp2Section_8_1.java",,,22,,,
File,"TestHttp2Timeouts.java",,,5,,,
File,"TestHttp2UpgradeHandler.java",,,10,,,
File,"TestHttpParser.java",,,25,,,
File,"TestHttpParserHost.java",,,5,,,
File,"TestHttpServlet.java",,,36,,,
File,"TestHttpServlet.java",,,1,,,
File,"TestHttpServletDoHeadValidWrite0.java",,,1,,,
File,"TestHttpServletDoHeadValidWrite1.java",,,1,,,
File,"TestHttpServletDoHeadValidWrite1023.java",,,1,,,
File,"TestHttpServletDoHeadValidWrite1024.java",,,1,,,
File,"TestHttpServletDoHeadValidWrite1025.java",,,1,,,
File,"TestHttpServletDoHeadValidWrite511.java",,,1,,,
File,"TestHttpServletDoHeadValidWrite512.java",,,1,,,
File,"TestHttpServletDoHeadValidWrite513.java",,,1,,,
File,"TestHttpServletResponseSendError.java",,,14,,,
File,"TestIPv6Utils.java",,,2,,,
File,"TestImplicitTldParser.java",,,4,,,
File,"TestImportHandler.java",,,16,,,
File,"TestImportHandlerStandardPackages.java",,,3,,,
File,"TestInputBuffer.java",,,6,,,
File,"TestInterceptor.java",,,4,,,
File,"TestInterceptorShortName.java",,,1,,,
File,"TestIntrospectionUtils.java",,,13,,,
File,"TestIoTimeouts.java",,,11,,,
File,"TestJNDIRealm.java",,,10,,,
File,"TestJNDIRealmAttributeValueEscape.java",,,2,,,
File,"TestJNDIRealmConvertToHexEscape.java",,,2,,,
File,"TestJNDIRealmIntegration.java",,,5,,,
File,"TestJarContents.java",,,4,,,
File,"TestJarInputStreamWrapper.java",,,10,,,
File,"TestJarResourceSet.java",,,7,,,
File,"TestJarResourceSetInternal.java",,,7,,,
File,"TestJarResourceSetMount.java",,,6,,,
File,"TestJarScanner.java",,,1,,,
File,"TestJarWarResourceSet.java",,,2,,,
File,"TestJasperELResolver.java",,,14,,,
File,"TestJaspicCallbackHandlerInAuthenticator.java",,,16,,,
File,"TestJdbcInterceptorConfigParsing.java",,,4,,,
File,"TestJspC.java",,,14,,,
File,"TestJspCServletContext.java",,,10,,,
File,"TestJspCompilationContext.java",,,2,,,
File,"TestJspConfig.java",,,7,,,
File,"TestJspConfigDescriptorImpl.java",,,2,,,
File,"TestJspContextWrapper.java",,,3,,,
File,"TestJspDocumentParser.java",,,8,,,
File,"TestJspPropertyGroup.java",,,1,,,
File,"TestJspPropertyGroupDescriptorImpl.java",,,3,,,
File,"TestJspReader.java",,,1,,,
File,"TestJspRuntimeLibrary.java",,,2,,,
File,"TestJspServlet.java",,,4,,,
File,"TestJspUtil.java",,,1,,,
File,"TestJspUtilMakeJavaPackage.java",,,2,,,
File,"TestJspWriterImpl.java",,,2,,,
File,"TestKeepAliveCount.java",,,7,,,
File,"TestKubernetesJson.java",,,1,,,
File,"TestLargeUpload.java",,,5,,,
File,"TestLegacyCookieProcessor.java",,,1,,,
File,"TestLimitLatch.java",,,12,,,
File,"TestListELResolver.java",,,25,,,
File,"TestListener.java",,,6,,,
File,"TestLoadBalancerDrainingValve.java",,,20,,,
File,"TestLocalResolver.java",,,11,,,
File,"TestMapELResolver.java",,,20,,,
File,"TestMapper.java",,,11,,,
File,"TestMapperListener.java",,,4,,,
File,"TestMapperPerformance.java",,,3,,,
File,"TestMapperWebapps.java",,,8,,,
File,"TestMaxConnections.java",,,9,,,
File,"TestMediaType.java",,,25,,,
File,"TestMemberImplSerialization.java",,,5,,,
File,"TestMembership.java",,,1,,,
File,"TestMemoryRealm.java",,,1,,,
File,"TestMessageBytes.java",,,6,,,
